order_number,order_date,channel,warehouse_code,order_quantity,unit_price,revenue,cost,customer_names,product_name,state_code,state_name,lat,lon,region,budget
SO - 0002835,2017-01-05,Distributor,NXH382,7,897.8000000000001,6284.6,430.944,Topiczoom Corp,Product 1,CA,California,38.58157,-121.4944,West,3016489.209
SO - 0003354,2017-01-05,Distributor,NXH382,12,5467.2,65606.4,3772.3679999999995,Kazu Corp,Product 18,GA,Georgia,34.07538,-84.29409,South,2309499.045
SO - 0004537,2017-01-05,Wholesale,NXH382,9,1902.8,17125.2,818.204,Fivebridge Ltd,Product 2,CT,Connecticut,41.310810000000004,-72.92495,Northeast,3050087.565
SO - 0006070,2017-01-05,Distributor,NXH382,9,3852.5,34672.5,1541.0,Aibox Company,Product 13,GA,Georgia,31.57851,-84.15574,South,3720639.645
SO - 0006259,2017-01-05,Distributor,NXH382,5,1058.6000000000001,5293.000000000001,709.2620000000002,Flipbug Ltd,Product 29,CA,California,33.64113,-117.91867,West,594471.5700000001
SO - 0006384,2017-01-05,Distributor,NXH382,7,1266.3,8864.1,810.432,Aromaticos Company,Product 20,NC,North Carolina,34.75405,-77.43024,South,2067108.1199999999
SO - 0009343,2017-01-05,Export,NXH382,6,3457.2000000000003,20743.2,2938.6200000000003,GOOD Ltd,Product 22,MD,Maryland,39.084,-77.15276,South,663601.902
SO - 0008132,2017-01-05,Distributor,AXW291,12,911.2,10934.400000000001,537.608,Dazzlesphe Corp,Product 6,TX,Texas,32.97229,-96.70807,South,1672229.416
SO - 0009933,2017-01-05,Wholesale,AXW291,11,3497.4,38471.4,2937.816,Kazu Corp,Product 10,CA,California,37.30216,-120.48297,West,864331.624
SO - 0010352,2017-01-05,Wholesale,GUT930,6,1855.9,11135.400000000001,1429.0430000000001,Kazu Corp,Product 3,IN,Indiana,39.4667,-87.41391,Midwest,2642352.432
SO - 0008261,2017-01-05,Wholesale,FLR025,5,227.8,1139.0,148.07000000000002,Talane Group,Product 15,CO,Colorado,39.37221,-104.85609,West,3299478.315
SO - 0002063,2017-01-05,Distributor,AXW291,7,1125.6000000000001,7879.200000000001,855.4560000000001,SUPERVALU Ltd,Product 2,MO,Missouri,38.81061,-90.69985,Midwest,3050087.565
SO - 0003523,2017-01-05,Export,AXW291,5,871.0,4355.0,531.31,Realcube Company,Product 2,CA,California,34.05557,-117.18254,West,3050087.565
SO - 0009505,2017-01-05,Wholesale,AXW291,8,2385.2000000000003,19081.600000000002,1025.6360000000002,Zoomzone Corp,Product 7,AL,Alabama,30.69436,-88.04305,South,889737.555
SO - 0001757,2017-01-05,Export,AXW291,9,1098.8,9889.199999999999,747.184,Twitterbri Ltd,Product 17,CA,California,32.83838,-116.97392,West,2119616.824
SO - 0004837,2017-01-05,Wholesale,AXW291,5,1072.0,5360.0,568.1600000000001,Ascend Ltd,Product 5,NC,North Carolina,36.07264,-79.79198,South,3925424.5420000004
SO - 0007857,2017-01-05,Export,AXW291,7,2257.9,15805.300000000001,1106.371,Zoonoodle Ltd,Product 2,MI,Michigan,42.63892,-83.29105,Midwest,3050087.565
SO - 0010065,2017-01-05,Wholesale,NXH382,10,1078.7,10787.0,474.62800000000004,Pfizer Corp,Product 14,IL,Illinois,40.53839,-88.98528,Midwest,4028698.4090000005
SO - 0009211,2017-01-05,Distributor,NXH382,11,5038.400000000001,55422.40000000001,3778.8,Buzzshare Company,Product 25,TX,Texas,29.69106,-95.2091,South,5342315.484
SO - 0003315,2017-01-05,Distributor,NXH382,7,2740.3,19182.100000000002,1561.971,Rhynoodle Ltd,Product 19,NY,New York,43.01164,-78.75715,Northeast,1645841.6
SO - 0008683,2017-01-05,Export,FLR025,5,167.5,837.5,85.425,Accudial Company,Product 30,WI,Wisconsin,44.81966,-91.49488,Midwest,1011609.684
SO - 0009449,2017-01-05,Export,FLR025,5,3973.1,19865.5,2066.012,Skidoo Company,Product 30,NY,New York,40.64092,-73.31669,Northeast,1011609.684
SO - 0010471,2017-01-05,Export,NXH382,5,1882.7,9413.5,1016.6580000000001,Organon Corp,Product 20,TX,Texas,29.69106,-95.2091,South,2067108.1199999999
SO - 0010375,2017-01-05,Distributor,AXW291,6,2010.0,12060.0,964.8,Jayo Company,Product 25,FL,Florida,25.77427,-80.19366,South,5342315.484
SO - 0009020,2017-01-05,Wholesale,GUT930,5,221.1,1105.5,145.92600000000002,Avavee Group,Product 1,NY,New York,43.2134,-77.57972,Northeast,3016489.209
SO - 0009070,2017-01-05,Wholesale,AXW291,12,1051.9,12622.800000000001,599.583,Liberty Group,Product 26,CA,California,38.58907,-121.30273,West,5685138.2700000005
SO - 000643,2017-01-05,Distributor,AXW291,7,1005.0,7035.0,462.3,Flipbug Ltd,Product 5,NJ,New Jersey,40.94585,-74.24508,Northeast,3925424.5420000004
SO - 0001536,2017-01-05,Wholesale,FLR025,8,6472.2,51777.6,2977.212,Eayo Company,Product 18,TX,Texas,33.57786,-101.85517,South,2309499.045
SO - 0002360,2017-01-05,Wholesale,AXW291,7,1118.9,7832.300000000001,906.3090000000001,Mylan Corp,Product 25,CO,Colorado,40.42331,-104.70913,West,5342315.484
SO - 0002452,2017-01-05,Wholesale,AXW291,5,1132.3,5661.5,871.871,Natures Group,Product 13,CT,Connecticut,41.310810000000004,-72.92495,Northeast,3720639.645
SO - 0003254,2017-01-05,Wholesale,AXW291,7,777.2,5440.400000000001,528.4960000000001,Aldi Ltd,Product 13,WI,Wisconsin,44.27795,-88.38826,Midwest,3720639.645
SO - 0004421,2017-01-05,Distributor,AXW291,7,227.8,1594.6000000000001,113.9,Avavee Group,Product 25,MI,Michigan,42.32115,-85.17971,Midwest,5342315.484
SO - 000355,2017-01-05,Distributor,GUT930,11,1092.1000000000001,12013.100000000002,622.4970000000001,Snaptags Ltd,Product 18,UT,Utah,40.60967,-111.9391,West,2309499.045
SO - 0004277,2017-01-05,Wholesale,AXW291,11,6405.2,70457.2,2882.34,Oba Company,Product 14,CA,California,34.13612,-117.86534,West,4028698.4090000005
SO - 0004887,2017-01-05,Distributor,AXW291,6,2539.3,15235.800000000001,1015.7200000000001,Alembic Ltd,Product 13,TX,Texas,26.19063,-97.6961,South,3720639.645
SO - 0005347,2017-01-05,Wholesale,AXW291,8,3852.5,30820.0,3236.1,Wordpedia Ltd,Product 20,TX,Texas,32.91592,-96.54867,South,2067108.1199999999
SO - 0010537,2017-01-05,Distributor,AXW291,7,991.6,6941.2,485.884,Colgate-Pa Group,Product 15,CA,California,39.72849,-121.83748,West,3299478.315
SO - 0010456,2017-01-05,Wholesale,AXW291,5,4020.0,20100.0,3095.4,Snaptags Ltd,Product 1,MS,Mississippi,32.31583,-90.21282,South,3016489.209
SO - 000577,2017-01-06,Export,NXH382,5,1011.7,5058.5,667.7220000000001,Skyvu Group,Product 17,NY,New York,43.15478,-77.61556,Northeast,2119616.824
SO - 0003740,2017-01-06,Export,NXH382,8,3859.2000000000003,30873.600000000002,2006.784,Jayo Company,Product 16,VA,Virginia,37.41375,-79.14225,South,2062061.144
SO - 0005137,2017-01-06,Wholesale,NXH382,5,1058.6000000000001,5293.000000000001,698.6760000000002,Rochester Group,Product 14,CO,Colorado,39.57916,-104.87692,West,4028698.4090000005
SO - 0006007,2017-01-06,Wholesale,NXH382,9,1118.9,10070.1,704.907,Linkbuzz Ltd,Product 17,MA,Massachusetts,42.10148,-72.58981,Northeast,2119616.824
SO - 0007827,2017-01-06,Wholesale,NXH382,10,167.5,1675.0,107.2,Nexus Group,Product 21,WI,Wisconsin,43.01668,-88.00703,Midwest,959899.2180000001
SO - 0007952,2017-01-06,Distributor,NXH382,6,180.9,1085.4,92.259,Brainspher Ltd,Product 25,MI,Michigan,42.48531,-83.37716,Midwest,5342315.484
SO - 0009873,2017-01-06,Wholesale,GUT930,7,2646.5,18525.5,1482.0400000000002,Pacific Ltd,Product 12,MA,Massachusetts,42.25288,-71.00227,Northeast,1356976.996
SO - 0008943,2017-01-06,Distributor,AXW291,9,227.8,2050.2000000000003,184.51800000000003,Nexus Group,Product 15,CA,California,33.03699,-117.29198,West,3299478.315
SO - 0010655,2017-01-06,Distributor,NXH382,7,2351.7000000000003,16461.9,1787.2920000000001,Aimbo Corp,Product 3,CA,California,37.48522,-122.23635,West,2642352.432
SO - 0009407,2017-01-06,Distributor,AXW291,9,3356.7000000000003,30210.300000000003,1779.0510000000002,Topiczoom Corp,Product 16,CA,California,38.58907,-121.30273,West,2062061.144
SO - 000781,2017-01-06,Wholesale,GUT930,11,1145.7,12602.7,744.705,Podcat Corp,Product 14,TX,Texas,32.90983,-96.63033,South,4028698.4090000005
SO - 0001723,2017-01-06,Wholesale,AXW291,11,6398.5,70383.5,3647.1449999999995,Fivechat Company,Product 1,CT,Connecticut,41.77524,-72.52443,Northeast,3016489.209
SO - 0005687,2017-01-06,Wholesale,NXH382,7,2398.6,16790.2,1439.1599999999999,Blogtags Ltd,Product 17,IL,Illinois,41.85857,-88.08948,Midwest,2119616.824
SO - 0006399,2017-01-06,Wholesale,AXW291,6,1333.3,7999.799999999999,1026.641,Geiss Company,Product 30,CO,Colorado,40.58526,-105.08442,West,1011609.684
SO - 0009076,2017-01-06,Distributor,GUT930,12,5822.3,69867.6,4599.617,Blogspan Ltd,Product 17,FL,Florida,29.21081,-81.02283,South,2119616.824
SO - 0009925,2017-01-06,Distributor,AXW291,9,5380.1,48420.9,3604.6670000000004,Flipbug Ltd,Product 25,IL,Illinois,40.4842,-88.99369,Midwest,5342315.484
SO - 000678,2017-01-06,Wholesale,NXH382,11,5567.7,61244.7,4565.513999999999,Realbuzz Ltd,Product 2,CA,California,37.72493,-122.15608,West,3050087.565
SO - 0001563,2017-01-06,Export,NXH382,8,2291.4,18331.2,1810.2060000000001,Twimbo Company,Product 18,NM,New Mexico,35.08449,-106.65114,West,2309499.045
SO - 0002896,2017-01-06,Wholesale,NXH382,11,2264.6,24910.6,1743.742,Neutrogena Ltd,Product 13,TX,Texas,32.79333,-96.76651,South,3720639.645
SO - 0001098,2017-01-06,Wholesale,AXW291,11,1675.0,18425.0,1155.75,Golden Corp,Product 30,NY,New York,42.12662,-76.03324,Northeast,1011609.684
SO - 0005409,2017-01-06,Export,FLR025,6,1018.4,6110.4,723.064,Gabvine Ltd,Product 14,TX,Texas,32.97229,-96.70807,South,4028698.4090000005
SO - 0005791,2017-01-06,Distributor,NXH382,5,3162.4,15812.0,1865.816,Zoonder Group,Product 28,CA,California,32.71533,-117.15726,West,1003867.767
SO - 0006160,2017-01-06,Export,AXW291,9,1092.1000000000001,9828.900000000001,688.0230000000001,Neutrogena Ltd,Product 13,NY,New York,43.15478,-77.61556,Northeast,3720639.645
SO - 0006230,2017-01-06,Wholesale,GUT930,11,2425.4,26679.4,1770.542,CLINIQUE Ltd,Product 25,MD,Maryland,39.24038,-76.83942,South,5342315.484
SO - 0006930,2017-01-06,Distributor,AXW291,7,2592.9,18150.3,1089.018,Podcat Corp,Product 25,IL,Illinois,42.08836,-87.98063,Midwest,5342315.484
SO - 0009458,2017-01-06,Export,AXW291,8,1809.0,14472.0,741.6899999999999,Zava Group,Product 14,IL,Illinois,41.84454,-87.75929,Midwest,4028698.4090000005
SO - 000194,2017-01-06,Wholesale,AXW291,5,5031.7,25158.5,4025.36,Z.H.T. Group,Product 16,IA,Iowa,41.57259,-93.61024,Midwest,2062061.144
SO - 000777,2017-01-06,Wholesale,AXW291,10,984.9,9849.0,689.43,Shuffledri Group,Product 26,CA,California,33.77391,-117.94145,West,5685138.2700000005
SO - 0002473,2017-01-06,Distributor,NXH382,8,2398.6,19188.8,1918.88,Pfizer Corp,Product 2,AL,Alabama,34.57332,-86.99214,South,3050087.565
SO - 0003643,2017-01-06,Wholesale,NXH382,5,1051.9,5259.5,725.811,Valeant Corp,Product 26,CT,Connecticut,41.05343,-73.53873,Northeast,5685138.2700000005
SO - 0005432,2017-01-06,Distributor,NXH382,6,5380.1,32280.600000000002,2205.841,Rochester Group,Product 20,UT,Utah,40.56217,-111.92966,West,2067108.1199999999
SO - 0008970,2017-01-06,Wholesale,AXW291,12,670.0,8040.0,569.5,Jayo Company,Product 1,CA,California,38.58046,-121.53023,West,3016489.209
SO - 000296,2017-01-06,Wholesale,NXH382,11,1072.0,11792.0,900.48,Jabbercube Corp,Product 26,IL,Illinois,41.59859,-87.85041,Midwest,5685138.2700000005
SO - 0001226,2017-01-06,Wholesale,FLR025,7,2505.8,17540.600000000002,2079.814,Quimm Company,Product 18,NY,New York,41.14077,-74.10498,Northeast,2309499.045
SO - 0003570,2017-01-06,Wholesale,NXH382,5,1072.0,5360.0,686.08,Nlounge Ltd,Product 25,CT,Connecticut,41.77524,-72.52443,Northeast,5342315.484
SO - 0005166,2017-01-06,Wholesale,NXH382,7,1909.5,13366.5,954.75,Rooxo Company,Product 6,CA,California,33.88835,-118.30896,West,1672229.416
SO - 0006422,2017-01-06,Distributor,GUT930,10,2646.5,26465.0,1879.0149999999999,Nexus Group,Product 13,MD,Maryland,39.24038,-76.83942,South,3720639.645
SO - 0009392,2017-01-06,Distributor,NXH382,11,3946.3,43409.3,1657.446,Amerisourc Corp,Product 18,GA,Georgia,33.88399,-84.51438,South,2309499.045
SO - 0008912,2017-01-06,Distributor,AXW291,8,3986.5,31892.0,1913.52,Bluezoom Group,Product 14,NV,Nevada,36.09719,-115.14666,West,4028698.4090000005
SO - 0002849,2017-01-07,Wholesale,NXH382,5,2646.5,13232.5,1085.0649999999998,WOONSOCKET Corp,Product 20,CA,California,37.00578,-121.56828,West,2067108.1199999999
SO - 0005826,2017-01-07,Wholesale,NXH382,10,1112.2,11122.0,745.1740000000001,Neutrogena Ltd,Product 28,MD,Maryland,39.24038,-76.83942,South,1003867.767
SO - 0010652,2017-01-07,Wholesale,GUT930,11,254.6,2800.6,157.852,US Ltd,Product 28,MI,Michigan,42.86947,-85.64475,Midwest,1003867.767
SO - 0010098,2017-01-07,Distributor,AXW291,9,1118.9,10070.1,604.2060000000001,Kaymbo Company,Product 26,MI,Michigan,42.65837,-83.14993,Midwest,5685138.2700000005
SO - 0009603,2017-01-07,Distributor,NXH382,5,2237.8,11189.0,939.8760000000001,Army Group,Product 23,AZ,Arizona,33.63059,-112.33322,West,1135815.7580000001
SO - 0001440,2017-01-07,Wholesale,AXW291,12,1882.7,22592.4,960.177,NCS Group,Product 20,FL,Florida,27.8428,-82.69954,South,2067108.1199999999
SO - 0004246,2017-01-07,Distributor,NXH382,6,1943.0,11658.0,1029.79,Meejo Corp,Product 25,TN,Tennessee,35.04563,-85.30968,South,5342315.484
SO - 0005295,2017-01-07,Export,AXW291,6,3477.3,20863.800000000003,2677.521,Skippad Ltd,Product 27,IN,Indiana,40.04559,-86.0086,Midwest,964940.2310000001
SO - 0009098,2017-01-07,Wholesale,AXW291,8,5688.3,45506.4,2673.5009999999997,Skyvu Group,Product 26,MI,Michigan,42.48059,-83.47549,Midwest,5685138.2700000005
SO - 000175,2017-01-07,Wholesale,AXW291,11,2224.4,24468.4,1579.324,Wordware Company,Product 6,CA,California,33.96816,-118.24467,West,1672229.416
SO - 000237,2017-01-07,Wholesale,FLR025,10,1721.9,17219.0,1084.797,Aimbo Corp,Product 13,IN,Indiana,40.19153,-85.38601,Midwest,3720639.645
SO - 000781,2017-01-07,Wholesale,GUT930,11,1145.7,12602.7,744.705,Podcat Corp,Product 14,CA,California,36.97412,-122.0308,West,4028698.4090000005
SO - 000821,2017-01-07,Distributor,AXW291,9,247.9,2231.1,151.219,Gigabox Group,Product 1,CA,California,37.70583,-122.46194,West,3016489.209
SO - 0001679,2017-01-07,Export,AXW291,11,1829.1000000000001,20120.100000000002,859.677,SUPERVALU Ltd,Product 19,FL,Florida,26.24453,-80.20644,South,1645841.6
SO - 0001852,2017-01-07,Distributor,AXW291,6,1902.8,11416.8,1255.848,Accudial Company,Product 4,CA,California,33.931960000000004,-117.94617,West,2885560.824
SO - 0002855,2017-01-07,Export,GUT930,11,5165.7,56822.7,2996.1059999999998,Deseret Group,Product 26,MD,Maryland,38.99067,-77.02609,South,5685138.2700000005
SO - 0004033,2017-01-07,Wholesale,NXH382,9,1105.5,9949.5,652.245,NARS Group,Product 11,CT,Connecticut,41.05343,-73.53873,Northeast,1230458.484
SO - 0004520,2017-01-07,Distributor,FLR025,7,3892.7000000000003,27248.9,3230.9410000000003,Oba Company,Product 1,TX,Texas,30.67436,-96.36996,South,3016489.209
SO - 0007118,2017-01-07,Wholesale,GUT930,7,1159.1000000000001,8113.700000000001,660.687,General Company,Product 28,CT,Connecticut,41.68158,-72.94075,Northeast,1003867.767
SO - 0009698,2017-01-07,Wholesale,NXH382,7,2626.4,18384.8,1339.4640000000002,Snaptags Ltd,Product 20,AL,Alabama,34.69901,-86.67298,South,2067108.1199999999
SO - 0010603,2017-01-07,Export,NXH382,11,2425.4,26679.4,1600.7640000000001,Mita Corp,Product 2,NY,New York,43.20981,-77.57206,Northeast,3050087.565
SO - 0008636,2017-01-07,Wholesale,GUT930,5,911.2,4556.0,455.6,Blogtags Ltd,Product 1,ID,Idaho,43.61211,-116.39151,West,3016489.209
SO - 0008427,2017-01-07,Wholesale,GUT930,10,1125.6000000000001,11256.000000000002,540.288,Liberty Group,Product 3,CA,California,32.64,-117.08417,West,2642352.432
SO - 0010587,2017-01-07,Export,AXW291,12,730.3000000000001,8763.6,452.78600000000006,Mydeo Ltd,Product 13,NY,New York,40.78121,-73.24623,Northeast,3720639.645
SO - 0008371,2017-01-07,Wholesale,FLR025,7,261.3,1829.1000000000001,107.133,Brightdog Corp,Product 3,FL,Florida,28.5641,-81.2114,South,2642352.432
SO - 000382,2017-01-07,Distributor,AXW291,6,3959.7000000000003,23758.2,2573.8050000000003,Mydo Corp,Product 15,TX,Texas,31.11712,-97.7278,South,3299478.315
SO - 0002398,2017-01-07,Wholesale,AXW291,12,1996.6000000000001,23959.2,1637.212,Zooveo Company,Product 30,IN,Indiana,39.87571,-86.26625,Midwest,1011609.684
SO - 0003694,2017-01-07,Export,GUT930,8,1098.8,8790.4,791.136,Arbor Company,Product 25,NY,New York,40.62472,-73.95222,Northeast,5342315.484
SO - 0004628,2017-01-07,Wholesale,AXW291,10,1192.6000000000001,11926.000000000002,918.3020000000001,Kazu Corp,Product 4,IN,Indiana,41.68338,-86.25001,Midwest,2885560.824
SO - 000771,2017-01-07,Distributor,GUT930,5,978.2,4891.0,489.1,Ascend Ltd,Product 12,NY,New York,40.78121,-73.24623,Northeast,1356976.996
SO - 0002527,2017-01-07,Wholesale,AXW291,5,1145.7,5728.5,905.1030000000001,Ascend Ltd,Product 5,MN,Minnesota,44.85469,-93.47079,Midwest,3925424.5420000004
SO - 0004892,2017-01-07,Export,AXW291,12,3932.9,47194.8,1691.147,Liberty Group,Product 9,NJ,New Jersey,40.07706,-74.20037,Northeast,710415.405
SO - 0004896,2017-01-07,Export,AXW291,12,844.2,10130.400000000001,438.98400000000004,MEIJER Corp,Product 9,VA,Virginia,36.97876,-76.428,South,710415.405
SO - 0008019,2017-01-07,Wholesale,AXW291,12,6097.0,73164.0,3353.3500000000004,Gabvine Ltd,Product 5,NJ,New Jersey,40.72816,-74.07764,Northeast,3925424.5420000004
SO - 0009962,2017-01-07,Wholesale,NXH382,6,3819.0,22914.0,2253.21,Kaymbo Company,Product 1,CA,California,33.60002,-117.672,West,3016489.209
SO - 0008192,2017-01-07,Wholesale,NXH382,8,1031.8,8254.4,825.44,Walgreen Corp,Product 5,DE,Delaware,39.74595,-75.54659,South,3925424.5420000004
SO - 0002899,2017-01-07,Wholesale,FLR025,11,4020.0,44220.0,2814.0,Valeant Corp,Product 6,CA,California,36.67774,-121.6555,West,1672229.416
SO - 0004572,2017-01-07,Wholesale,AXW291,8,2385.2000000000003,19081.600000000002,1526.5280000000002,Avamba Company,Product 26,IL,Illinois,42.19807,-88.27594,Midwest,5685138.2700000005
SO - 0005901,2017-01-07,Wholesale,AXW291,7,3021.7000000000003,21151.9,1843.237,Ascend Ltd,Product 14,CO,Colorado,39.70471,-105.08137,West,4028698.4090000005
SO - 0006476,2017-01-07,Export,NXH382,11,2834.1,31175.1,1303.686,Terumo Corp,Product 18,MO,Missouri,38.62727,-90.19789,Midwest,2309499.045
SO - 0010503,2017-01-07,Wholesale,NXH382,8,5272.900000000001,42183.200000000004,2372.8050000000003,Safecor Corp,Product 16,CT,Connecticut,41.68158,-72.94075,Northeast,2062061.144
SO - 0010673,2017-01-07,Distributor,AXW291,11,1112.2,12234.2,500.49,Bluezoom Group,Product 2,TX,Texas,32.76288,-96.58877,South,3050087.565
SO - 0001539,2017-01-08,Distributor,NXH382,8,6097.0,48776.0,3048.5,Thoughtmix Ltd,Product 2,NY,New York,41.02928,-73.84285,Northeast,3050087.565
SO - 0004606,2017-01-08,Export,NXH382,9,6304.7,56742.299999999996,4161.102,Devpoint Group,Product 21,CA,California,33.88863,-117.81311,West,959899.2180000001
SO - 0004879,2017-01-08,Wholesale,NXH382,10,2257.9,22579.0,1151.529,Terumo Corp,Product 15,IL,Illinois,39.80172,-89.64371,Midwest,3299478.315
SO - 0005571,2017-01-08,Wholesale,NXH382,9,1112.2,10009.800000000001,556.1,Chatterbri Ltd,Product 26,NJ,New Jersey,39.79219,-75.03606,Northeast,5685138.2700000005
SO - 0008887,2017-01-08,Wholesale,AXW291,5,5735.2,28676.0,3670.528,Zoomdog Corp,Product 25,GA,Georgia,33.36149,-82.075,South,5342315.484
SO - 0009622,2017-01-08,Export,AXW291,7,2304.8,16133.600000000002,1682.5040000000001,Rochester Group,Product 24,NJ,New Jersey,40.21705,-74.74294,Northeast,756557.97
SO - 000779,2017-01-08,Export,AXW291,8,1748.7,13989.6,944.2980000000001,Yodoo Ltd,Product 5,CT,Connecticut,41.66121,-72.77954,Northeast,3925424.5420000004
SO - 000889,2017-01-08,Wholesale,AXW291,10,3865.9,38659.0,1739.655,Browsetype Corp,Product 25,NJ,New Jersey,39.95373,-74.19792,Northeast,5342315.484
SO - 0001475,2017-01-08,Wholesale,AXW291,8,1306.5,10452.0,940.68,US Ltd,Product 6,CT,Connecticut,41.22509,-73.06111,Northeast,1672229.416
SO - 0002994,2017-01-08,Distributor,AXW291,9,1132.3,10190.699999999999,735.995,H Ltd,Product 27,GA,Georgia,33.92427,-84.37854,South,964940.2310000001
SO - 0003601,2017-01-08,Distributor,FLR025,7,1038.5,7269.5,872.3399999999999,Pfizer Corp,Product 14,IN,Indiana,39.16533,-86.52639,Midwest,4028698.4090000005
SO - 0005106,2017-01-08,Export,AXW291,10,2680.0,26800.0,1795.6000000000001,Eidel Corp,Product 26,OR,Oregon,45.52289,-122.98983,West,5685138.2700000005
SO - 0006169,2017-01-08,Wholesale,FLR025,12,837.5,10050.0,628.125,Avavee Group,Product 16,VA,Virginia,37.55376,-77.46026,South,2062061.144
SO - 0006913,2017-01-08,Distributor,NXH382,11,1869.3,20562.3,1271.124,Buzzshare Company,Product 28,IN,Indiana,40.42871,-86.85277,Midwest,1003867.767
SO - 0007137,2017-01-08,Wholesale,AXW291,7,1782.2,12475.4,1497.048,Twimbo Company,Product 15,NY,New York,42.88645,-78.87837,Northeast,3299478.315
SO - 0009401,2017-01-08,Wholesale,AXW291,6,3705.1,22230.6,2260.111,Shuffledri Group,Product 8,IL,Illinois,40.4842,-88.99369,Midwest,1085037.3290000001
SO - 0010259,2017-01-08,Export,NXH382,6,6224.3,37345.8,3921.309,Rochester Group,Product 28,FL,Florida,27.33643,-82.53065,South,1003867.767
SO - 000191,2017-01-08,Distributor,GUT930,10,3430.4,34304.0,1989.6319999999998,Blogtags Ltd,Product 14,CA,California,37.49466,-120.84659,West,4028698.4090000005
SO - 0001259,2017-01-08,Distributor,AXW291,8,3825.7000000000003,30605.600000000002,2601.4760000000006,Unit Ltd,Product 19,CA,California,38.67852,-121.7733,West,1645841.6
